Időbélyeg,"1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?",10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?,11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!),12. Véleményed szerint te ismered a saját régiód nyelvjárását?,13. Szerinted előny vagy hátrány a nyelvjárás ismerete?,14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!),15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?,16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?,"17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ",19. Mi a nemed?,20. Mi a nemzetiséged?,21. Mi az anyanyelved?,22. Melyik településen élsz?,23. Milyen típusú iskola diákja vagy?,24. Hányadik osztályba jársz?,25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?,26.Iskola,27. Iskola régiója,28. Lakhely régiója
6/9/2022 16:50:45,teljesen elfogadható,igen,inkább elfogadható,hasonlít,teljesen elfogadható,igen,nem tudom megítélni,inkább nem elfogadható,inkább nem elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,igen,igen,"magyaroroszágiak, mikor akaratomon kívül szlovák szavakat használok",lány,magyar,magyar,Dunaszerdahely,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 16:55:02,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,nem tudom,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Inkább iskolában, olyan helyzetekben szólták meg amikor professzionálisabbnak kellett tűnni. Főleg a beszédem gyorsaságát, szóvégi -l, -n elhagyását vagy a -suk, -sük használata.",lány,magyar,magyar,Somorja,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 16:56:28,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,nem,nem tudom megítélni,egyáltalán nem elfogadható,inkább nem elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,igen,nem,,lány,magyar,magyar,Pozsony,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 16:58:33,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,igen,nem tudom megítélni,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,A szlovák szavak belekeverését a magyar nyelvbe.,lány,szlovák,magyar és szlovák,Szenc,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 16:59:57,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,levélben vagy fogalmazás írása közben,talán egy kicsit,igen,nem,,fiú,magyar,magyar,Pozsony,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:01:35,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,nem,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,levélben vagy fogalmazás írása közben,szerintem elég jól,igen,igen,"-nák, -nékezés",fiú,magyar,magyar,Pozsony,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:06:05,teljesen elfogadható,nem tudom,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Gyakran történik meg, ha huzamosabb ideig otthon tartózkodom, hogy mindjárt nem áll vissza a nyelvem a köznyelvi magyarra, ha visszajövök Pozsonyba és ilyenkor előfordul, hogy az órán vagy a suliban vicces szituációk, mert valamit számukra szokatlan módon mondok és tesznek rá egy megjegyzést vagy elutánozzák viccesen amit mondtam.",lány,magyar,magyar,Bős,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:08:35,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Viccesnek találták páran az ismerőseim közül még az ismerkedésünk elején, kicsit megszólták, hogy honnan vagyok de semmi olyan sértőt nem mondtak.",lány,magyar,magyar,Nagyfödémes,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:10:38,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,lány,magyar és szlovák,magyar,Hegysúr,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:12:05,teljesen elfogadható,hasonlít,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,fiú,magyar és szlovák,magyar,Szenc,gimnázium,3.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:14:59,nem tudom megítélni,nem,inkább nem elfogadható,nem,nem tudom megítélni,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,semmilyen helyzetben,szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,"Nem kifogásoltak, megdicsértek, amiért olyan szépen, nyelvjárás nélkül beszélek, mert ugye Pozsonyban olyan nincs, tehát nem volt hol megtanulnom.",lány,magyar,magyar,Pozsony,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:27:43,teljesen elfogadható,hasonlít,inkább elfogadható,nem,teljesen elfogadható,igen,inkább elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,Magyarországi magyarokkal való beszélgetés közben. Mások szerint nem artikulálok eléggé.,lány,magyar,magyar,Muzsla,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:42:47,inkább elfogadható,nem tudom,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem tudom megítélni,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"baráti beszélgetésben, iskolában az órákon, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,"Iskolai helyzetben, a nyelvjárást.",lány,magyar,magyar,Béke,gimnázium,2.,magyar és szlovák nyelven is,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:44:23,teljesen elfogadható,nem,inkább elfogadható,nem,teljesen elfogadható,igen,nem tudom megítélni,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Dunatőkés,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:47:14,teljesen elfogadható,nem tudom,teljesen elfogadható,nem,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",igen,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,"A hangsúly rossz használatát kifogásolták, illetve, hogy miért nem beszélek ""szépen magyarul"", + -suk, sük-elés nagyon feltűnően hallatszik, amit szeretnek megszólni, (i, í), szótagok elharapása",lány,magyar,magyar,Lakszakállas,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:50:25,nem tudom megítélni,hasonlít,nem tudom megítélni,nem,teljesen elfogadható,igen,teljesen elfogadható,nem tudom megítélni,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",igen,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,"Órán osztálytárstól a ""szönci beszédöm"" miatt, mivel mi nagyon őzünk és neki nem tetszett vagy csak élvezte, hogy szivathat. De nem hagytam rá, nem fogom senki miatt megváltoztatni.",lány,magyar,magyar,Zonctorony,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:53:02,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,inkább elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,"Nem kifogásoltak feltétlenül, hanem inkább azt említették, hogy szimte nem is beszélek nyelvjárásban, de ezt nem direkt csinálom, csak nem szoktam hozzá ahoz, hogy ezt a nyelvjárást beszéljem annyira.",fiú,magyar,magyar,Szenc,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:54:49,teljesen elfogadható,nem tudom,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon",inkább nem,hátrány,"iskolában a szünetben, iskolában az órákon",talán egy kicsit,igen,igen,,fiú,"magyar és szlovák, amerikai",angol,Pozsony,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:57:13,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",igen,nem tudom,levélben vagy fogalmazás írása közben,inkább nem,igen,igen,"Igen. Iskolában történt és azt kifogásolták, hogy miért beszélek így és éreztették velem, hogy ezzel alsóbbrendűnek néznek.",lány,magyar,magyar,Nagymegyer,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 17:58:28,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben",szerintem elég jól,előny,"iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal",szerintem elég jól,igen,nem,,fiú,magyar és szlovák,szlovák,Pozsony,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:01:24,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben",talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"A barátom jegyezte meg, amikor először bemutattam a családomnak. Általában a köznyelvet használjuk, de ha jelen van nagymamám akkor én pl. átváltok tájszólásra. Leginkább meglepte, azt mondta nem hitte hogy tudok ilyen parasztosan beszélni.",lány,magyar,magyar,Szőgyén,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:03:42,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,semleges,semmilyen helyzetben,szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Családi helyzetben, mikor nem a nyelvjárást használom. Szépen magyarul beszéltem, és nem ö betűsen.",lány,magyar,magyar,Dunasápújfalu,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:05:38,teljesen elfogadható,hasonlít,teljesen elfogadható,nem tudom,teljesen elfogadható,hasonlít,inkább elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,családi beszélgetésben,talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,"Ha szlovák, vagy olyan szót mondtam, akkor megkérdezték mi az, de elfogadták a legtöbb esetben.",lány,magyar,magyar,Szenc,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:08:09,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, szlovákiai magyarokkal",szerintem elég jól,előny,"baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Egy baráti beszélgetésben, amikor az otthonról hozott szavakat vagy azok kiejtését alkalmaztam.",lány,magyar,magyar,Gúta,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:09:55,inkább elfogadható,nem tudom,teljesen elfogadható,nem tudom,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben",talán egy kicsit,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Éberhárd,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:13:12,teljesen elfogadható,hasonlít,teljesen elfogadható,nem tudom,teljesen elfogadható,igen,inkább elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,lány,magyar,magyar,Dunaszerdahely,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/9/2022 18:14:54,inkább elfogadható,nem,inkább nem elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Pozsony,gimnázium,2.,magyar nyelven,"Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava",Nyugat-Szlovákia,Nyugat-Szlovákia
6/14/2022 22:01:06,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem tudom,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,igen,"Általában pozitív visszajelzést kaptam. Főleg Magyarországon ""dicsérték"", hogy milyen szépen és különlegesen beszélek/beszélünk.",fiú,magyar,magyar,Kövecses,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:02:52,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal",inkább nem,igen,igen,megdicsérték,lány,magyar,magyar,Hanva,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:04:48,inkább elfogadható,hasonlít,inkább nem elfogadható,igen,inkább elfogadható,nem,teljesen elfogadható,inkább elfogadható,inkább nem elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,igen,nem,,fiú,magyar,magyar,Sajószárnya,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:07:00,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,Az ezzel-azzalt az én nyelvjárásomban evvel-avval-al helyettesítjűk,fiú,magyar,magyar,Ajnácskő,szakközépiskola,2.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:08:42,inkább nem elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,igen,nem tudom megítélni,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,nem tudom,"iskolában az órákon, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Sajógömör,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:10:29,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem,inkább elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"iskolában az órákon, magyarországi magyarokkal",talán egy kicsit,igen,nem,,lány,magyar,magyar,Oldalfala,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:12:44,teljesen elfogadható,hasonlít,inkább elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,inkább nem tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,hátrány,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,A Szlovák szavak használatakor,fiú,magyar,magyar,Gömöralmágy,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:14:18,teljesen elfogadható,nem,inkább elfogadható,hasonlít,teljesen elfogadható,nem,teljesen elfogadható,inkább nem elfogadható,inkább nem elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,fiú,magyar,magyar,Gömöralmágy,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:16:01,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,nem tudom,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,nem tudom,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Az akcentusom Magyarországon.,fiú,magyar,magyar,Rimaszécs,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
